"REF_DATE","GEO","DGUID","Measure","Sex at birth","Age group","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877605","5.2.2.1.2","0.9","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877606","5.2.2.1.3","5.1","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877607","5.2.2.2.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877608","5.2.2.2.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877609","5.2.2.2.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877610","5.2.2.3.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877611","5.2.2.3.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877612","5.2.2.3.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877613","5.2.2.4.1","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877614","5.2.2.4.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877615","5.2.2.4.3","3.2","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877616","5.2.3.1.1","2.4","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877617","5.2.3.1.2","1.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877618","5.2.3.1.3","4.3","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877619","5.2.3.2.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877620","5.2.3.2.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877621","5.2.3.2.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877622","5.2.3.3.1","2.6","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877623","5.2.3.3.2","0.9","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877624","5.2.3.3.3","5.6","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877625","5.2.3.4.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877626","5.2.3.4.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Infection","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877627","5.2.3.4.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877628","5.3.1.1.1","0.7","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877629","5.3.1.1.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877630","5.3.1.1.3","1.5","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877631","5.3.1.2.1","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877632","5.3.1.2.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877633","5.3.1.2.3","2.5","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877634","5.3.1.3.1","1.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877635","5.3.1.3.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877636","5.3.1.3.3","2.3","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877637","5.3.1.4.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877638","5.3.1.4.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877639","5.3.1.4.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877640","5.3.2.1.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877641","5.3.2.1.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877642","5.3.2.1.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877643","5.3.2.2.1","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877644","5.3.2.2.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877645","5.3.2.2.3","5.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877646","5.3.2.3.1","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877647","5.3.2.3.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877648","5.3.2.3.3","1.9","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877649","5.3.2.4.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877650","5.3.2.4.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877651","5.3.2.4.3","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877652","5.3.3.1.1","1.2","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877653","5.3.3.1.2","0.1","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877654","5.3.3.1.3","2.6","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877655","5.3.3.2.1","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877656","5.3.3.2.2","0.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877657","5.3.3.2.3","4.7","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877658","5.3.3.3.1","1.7","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877659","5.3.3.3.2","0.4","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877660","5.3.3.3.3","4.0","","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877661","5.3.3.4.1","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877662","5.3.3.4.2","","x","","","1"
"2021","Manitoba","2016A000246","Antibody seroprevalence - Vaccination","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877663","5.3.3.4.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877664","6.1.1.1.1","4.1","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877665","6.1.1.1.2","2.6","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877666","6.1.1.1.3","5.7","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877667","6.1.1.2.1","5.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877668","6.1.1.2.2","2.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877669","6.1.1.2.3","10.4","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877670","6.1.1.3.1","3.1","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877671","6.1.1.3.2","0.9","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877672","6.1.1.3.3","8.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877673","6.1.1.4.1","5.1","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877674","6.1.1.4.2","2.3","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877675","6.1.1.4.3","10.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877676","6.1.2.1.1","3.5","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877677","6.1.2.1.2","1.8","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877678","6.1.2.1.3","5.9","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877679","6.1.2.2.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877680","6.1.2.2.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877681","6.1.2.2.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877682","6.1.2.3.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877683","6.1.2.3.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877684","6.1.2.3.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877685","6.1.2.4.1","4.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877686","6.1.2.4.2","1.5","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877687","6.1.2.4.3","10.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877688","6.1.3.1.1","4.7","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877689","6.1.3.1.2","2.5","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877690","6.1.3.1.3","7.8","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877691","6.1.3.2.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877692","6.1.3.2.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877693","6.1.3.2.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877694","6.1.3.3.1","4.0","E","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877695","6.1.3.3.2","1.1","E","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877696","6.1.3.3.3","12.3","E","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877697","6.1.3.4.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877698","6.1.3.4.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Overall","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877699","6.1.3.4.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877700","6.2.1.1.1","2.9","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877701","6.2.1.1.2","1.6","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877702","6.2.1.1.3","4.3","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877703","6.2.1.2.1","5.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877704","6.2.1.2.2","2.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877705","6.2.1.2.3","10.4","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877706","6.2.1.3.1","1.8","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877707","6.2.1.3.2","0.3","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877708","6.2.1.3.3","5.1","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877709","6.2.1.4.1","2.8","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877710","6.2.1.4.2","1.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877711","6.2.1.4.3","6.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877712","6.2.2.1.1","3.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877713","6.2.2.1.2","1.4","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877714","6.2.2.1.3","5.3","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877715","6.2.2.2.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877716","6.2.2.2.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877717","6.2.2.2.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877718","6.2.2.3.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877719","6.2.2.3.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877720","6.2.2.3.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 60 and over","Percent","Percent","239","units","0","v1277877721","6.2.2.4.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877722","6.2.2.4.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Males","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877723","6.2.2.4.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 1 and over","Percent","Percent","239","units","0","v1277877724","6.2.3.1.1","2.9","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877725","6.2.3.1.2","1.3","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877726","6.2.3.1.3","5.1","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 1 to 19","Percent","Percent","239","units","0","v1277877727","6.2.3.2.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877728","6.2.3.2.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877729","6.2.3.2.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 20 to 59","Percent","Percent","239","units","0","v1277877730","6.2.3.3.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877731","6.2.3.3.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877732","6.2.3.3.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 60 and over","Percent","Percent","239","units","0","v1277877733","6.2.3.4.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877734","6.2.3.4.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Infection","Females","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877735","6.2.3.4.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","Percent","Percent","239","units","0","v1277877736","6.3.1.1.1","1.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877737","6.3.1.1.2","0.1","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877738","6.3.1.1.3","2.2","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","Percent","Percent","239","units","0","v1277877739","6.3.1.2.1","0.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877740","6.3.1.2.2","0.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877741","6.3.1.2.3","2.4","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","Percent","Percent","239","units","0","v1277877742","6.3.1.3.1","1.3","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","Low 95% confidence interval, percent","Percent","239","units","0","v1277877743","6.3.1.3.2","0.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 20 to 59","High 95% confidence interval, percent","Percent","239","units","0","v1277877744","6.3.1.3.3","4.9","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","Percent","Percent","239","units","0","v1277877745","6.3.1.4.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877746","6.3.1.4.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Both sexes","Ages 60 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877747","6.3.1.4.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","Percent","Percent","239","units","0","v1277877748","6.3.2.1.1","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","Low 95% confidence interval, percent","Percent","239","units","0","v1277877749","6.3.2.1.2","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 1 and over","High 95% confidence interval, percent","Percent","239","units","0","v1277877750","6.3.2.1.3","","x","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","Percent","Percent","239","units","0","v1277877751","6.3.2.2.1","0.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","Low 95% confidence interval, percent","Percent","239","units","0","v1277877752","6.3.2.2.2","0.0","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 1 to 19","High 95% confidence interval, percent","Percent","239","units","0","v1277877753","6.3.2.2.3","4.8","","","","1"
"2021","Saskatchewan","2016A000247","Antibody seroprevalence - Vaccination","Males","Ages 20 to 59","Percent","Percent","239","units","0","v1277877754","6.3.2.3.1","0.0","","","","1"
